Year,Month,Day,Value,Data Completeness
2024,5,19,17.5,C
2024,5,20,30.7,C
2024,5,21,45.3,C
2024,5,22,Trace,C
2024,5,23,2.5,C
2024,5,24,17.6,C
2024,5,25,7.8,C
2024,5,26,0.3,C
2024,5,27,6.7,C
2024,5,28,8.9,C
2024,5,29,0.0,C
2024,5,30,3.7,C
2024,5,31,13.4,C
2024,6,1,54.2,C
2024,6,2,3.2,C
2024,6,3,8.6,C
2024,6,4,2.9,C
2024,6,5,8.5,C
2024,6,6,Trace,C
2024,6,7,1.6,C
2024,6,8,6.8,C
2024,6,9,33.5,C
2024,6,10,0.2,C
2024,6,11,0.6,C
2024,6,12,8.3,C
2024,6,13,4.9,C
2024,6,14,32.0,C
2024,6,15,28.3,C
2024,6,16,17.5,C
2024,6,17,Trace,C
2024,6,18,4.6,C
2024,6,19,9.4,C
2024,6,20,5.0,C
2024,6,21,0.0,C
2024,6,22,0.0,C
2024,6,23,4.7,C
2024,6,24,0.3,C
2024,6,25,19.0,C
2024,6,26,0.0,C
2024,6,27,1.4,C
2024,6,28,1.6,C
2024,6,29,15.5,C
2024,6,30,8.7,C
2024,7,1,2.5,C
2024,7,2,5.3,C
2024,7,3,0.0,C
2024,7,4,5.1,C
2024,7,5,1.5,C
2024,7,6,0.2,C
2024,7,7,Trace,C
2024,7,8,0.2,C
2024,7,9,Trace,C
2024,7,10,10.7,C
2024,7,11,6.5,C
2024,7,12,24.4,C
2024,7,13,8.0,C
2024,7,14,90.0,C
2024,7,15,13.6,C
2024,7,16,15.7,C
2024,7,17,13.7,C
2024,7,18,19.6,C
2024,7,19,40.5,C
2024,7,20,3.7,C
2024,7,21,4.7,C
2024,7,22,0.2,C
2024,7,23,0.0,C
2024,7,24,0.0,C
2024,7,25,Trace,C
2024,7,26,3.9,C
2024,7,27,34.7,C
2024,7,28,69.4,C
2024,7,29,6.7,C
2024,7,30,29.5,C
2024,7,31,48.2,C
2024,8,1,2.3,C
2024,8,2,0.4,C
2024,8,3,0.0,C
2024,8,4,0.0,C
2024,8,5,0.0,C
2024,8,6,10.3,C
2024,8,7,0.0,C
2024,8,8,0.0,C
2024,8,9,0.0,C
2024,8,10,Trace,C
2024,8,11,0.0,C
2024,8,12,20.9,C
2024,8,13,5.0,C
2024,8,14,0.1,C
2024,8,15,8.0,C
2024,8,16,0.4,C
2024,8,17,116.2,C
2024,8,18,32.5,C
2024,8,19,19.3,C
2024,8,20,11.4,C
2024,8,21,3.9,C
2024,8,22,0.0,C
2024,8,23,0.0,C
2024,8,24,0.0,C
2024,8,25,0.0,C
2024,8,26,0.0,C
2024,8,27,0.0,C
2024,8,28,Trace,C
2024,8,29,Trace,C
2024,8,30,23.3,C
2024,8,31,7.5,C
2024,9,1,Trace,C
2024,9,2,Trace,C
2024,9,3,35.5,C
2024,9,4,0.6,C
2024,9,5,21.5,C
2024,9,6,84.1,C
2024,9,7,5.8,C
2024,9,8,37.8,C
2024,9,9,13.0,C
2024,9,10,0.0,C
2024,9,11,0.0,C
2024,9,12,0.0,C
2024,9,13,0.1,C
2024,9,14,57.2,C
2024,9,15,2.4,C
2024,9,16,27.4,C
2024,9,17,16.0,C
2024,9,18,Trace,C
2024,9,19,0.0,C
2024,9,20,4.6,C
2024,9,21,72.9,C
2024,9,22,32.1,C
2024,9,23,24.9,C
2024,9,24,75.0,C
2024,9,25,5.4,C
2024,9,26,0.0,C
2024,9,27,0.0,C
2024,9,28,1.3,C
2024,9,29,3.3,C
2024,9,30,0.0,C
